Equipment ID,Type,Site ID,Check-In Date,Check-Out Date,Engine Hours/Day,Idle Hours/Day,Rental Days,Last Operator ID,booking_id
EQX1014,Grader,S003,2026-06-18,2026-07-03,4.5,4.8,15,OP105,BKG2159
EQX1007,Crane,S002,2025-04-22,2025-05-04,2.5,5.6,12,OP104,BKG2160
EQX1012,Bulldozer,S005,2025-05-09,2025-05-16,5.3,3.8,7,OP108,BKG2161
EQX1003,Excavator,S002,2025-02-02,2025-03-04,8.4,3.6,30,OP108,BKG2162
EQX1013,Grader,S002,2025-08-27,2025-09-18,7.0,3.6,22,OP104,BKG2163
EQX1016,Grader,S002,2026-01-10,2026-02-08,5.7,2.2,29,OP108,BKG2164
EQX1014,Grader,S003,2026-06-04,2026-06-22,5.5,6.4,18,OP103,BKG2165
EQX1008,Crane,S002,2025-10-09,2025-11-02,0.0,5.9,24,OP104,BKG2166
EQX1005,Crane,S003,2026-07-05,2026-07-05,0.0,10.2,0,OP104,BKG2167
EQX1005,Crane,S003,2026-01-08,2026-02-01,0.0,6.6,24,OP107,BKG2168
EQX1002,Excavator,S004,2025-05-03,2025-05-20,5.2,4.0,17,OP108,BKG2169
EQX1009,Bulldozer,S004,2025-10-23,2025-11-06,6.8,1.5,14,OP105,BKG2170
EQX1004,Excavator,S002,2025-08-26,2025-09-15,6.6,2.5,20,OP103,BKG2171
EQX1006,Crane,S004,2025-04-02,2025-04-19,0.0,5.7,17,OP105,BKG2172
EQX1013,Grader,S002,2025-01-08,2025-01-20,3.6,3.1,12,OP106,BKG2173
EQX1005,Crane,S005,2025-07-11,2025-07-22,3.8,5.9,11,OP107,BKG2174
EQX1012,Bulldozer,S001,2025-10-14,2025-10-21,7.6,1.6,7,OP108,BKG2175
EQX1012,Bulldozer,S004,2026-04-06,2026-04-30,6.2,2.9,24,OP101,BKG2176
EQX1014,Grader,S005,2025-05-23,2025-06-15,0.9,20.7,23,OP104,BKG2177
EQX1002,Excavator,S003,2025-06-06,2025-06-16,0.7,21.2,10,OP106,BKG2178
EQX1004,Excavator,S005,2025-11-05,2025-12-04,5.9,1.1,29,OP107,BKG2179
EQX1001,Excavator,S002,2025-01-04,2025-02-03,5.6,4.4,30,OP101,BKG2180
EQX1013,Grader,S004,2026-06-25,2026-07-22,5.0,4.1,27,OP106,BKG2181
EQX1014,Grader,S002,2026-01-18,2026-02-08,6.2,5.4,21,OP104,BKG2182
EQX1002,Excavator,S003,2025-08-09,2025-09-02,7.1,3.8,24,OP108,BKG2183
EQX1004,Excavator,S003,2025-04-22,2025-05-12,7.9,0.9,20,OP104,BKG2184
EQX1015,Grader,S001,2026-07-25,2026-08-17,6.2,8.4,23,OP102,BKG2185
EQX1007,Crane,S004,2025-05-17,2025-06-01,2.0,5.8,15,OP103,BKG2186
EQX1007,Crane,S002,2025-06-13,2025-06-28,3.1,6.1,15,OP108,BKG2187
EQX1013,Grader,S002,2026-04-08,2026-05-05,5.0,3.8,27,OP101,BKG2188
EQX1016,Grader,S004,2026-07-26,2026-08-04,5.2,2.6,9,OP101,BKG2189
EQX1008,Crane,S003,2025-09-09,2025-09-27,0.0,8.4,18,OP101,BKG2190
EQX1002,Excavator,S004,2025-10-12,2025-10-27,8.3,3.8,15,OP108,BKG2191
EQX1002,Excavator,S003,2025-12-16,2025-12-30,5.3,4.1,14,OP101,BKG2192
EQX1014,Grader,S003,2026-06-14,2026-07-12,5.3,6.9,28,OP103,BKG2193
EQX1016,Grader,S001,2025-09-10,2025-09-24,4.0,9.4,14,OP102,BKG2194
EQX1011,Bulldozer,S001,2025-08-21,2025-09-13,8.5,5.9,23,OP101,BKG2195
EQX1006,Crane,S005,2025-07-02,2025-07-23,0.5,6.1,21,OP105,BKG2196
EQX1004,Excavator,S003,2025-08-26,2025-09-08,7.3,4.2,13,OP108,BKG2197
EQX1013,Grader,S001,2025-02-15,2025-03-10,5.6,3.1,23,OP101,BKG2198
EQX1004,Excavator,,2025-06-09,2025-07-07,7.2,1.6,28,OP108,BKG2199
EQX1007,Crane,S005,2026-06-24,2026-07-02,0.8,5.3,8,OP103,BKG2200
EQX1015,Grader,S003,2025-02-24,2025-03-06,6.8,3.3,10,OP108,BKG2201
EQX1015,Grader,S002,2025-03-26,2025-04-02,4.0,3.4,7,OP101,BKG2202
EQX1010,Bulldozer,S002,2025-01-01,2025-01-11,0.0,3.1,10,OP103,BKG2203
EQX1005,Crane,S002,2025-10-22,2025-10-29,4.9,4.5,7,OP102,BKG2204
EQX1002,Excavator,S004,2026-06-11,2026-06-18,3.2,3.2,7,OP107,BKG2205
EQX1011,Bulldozer,S002,2026-03-09,2026-03-25,4.9,1.2,16,OP105,BKG2206
EQX1011,Bulldozer,S005,2025-11-14,2025-11-21,7.3,1.6,7,OP108,BKG2207
EQX1006,Crane,S004,2026-06-09,2026-06-17,3.6,5.7,8,OP106,BKG2208
EQX1005,Crane,S004,2025-07-22,2025-08-02,3.9,5.0,11,OP106,BKG2209
EQX1008,Crane,S002,2025-04-03,2025-04-18,0.0,5.6,15,OP101,BKG2210
EQX1013,Grader,S004,2025-10-23,2025-11-21,7.0,4.6,29,OP108,BKG2211
EQX1011,Bulldozer,S005,2025-09-01,2025-09-21,5.1,1.7,20,OP105,BKG2212
EQX1015,Grader,S004,2025-07-25,2025-08-18,5.4,3.9,24,OP106,BKG2213
EQX1006,Crane,S004,2025-07-11,2025-08-03,0.0,6.4,23,OP107,BKG2214
EQX1005,Crane,S004,2026-04-06,2026-04-06,3.5,5.4,0,OP107,BKG2215
EQX1005,Crane,S005,2026-01-27,2026-02-14,0.2,9.0,18,OP102,BKG2216
EQX1006,Crane,S005,2025-10-18,2025-10-31,0.1,20.4,13,OP102,BKG2217
EQX1008,Crane,S005,2025-06-15,2025-06-26,1.5,4.8,11,OP108,BKG2218
EQX1004,Excavator,S001,2026-05-13,2026-06-05,4.4,3.9,23,OP107,BKG2219
EQX1015,Grader,S001,2025-08-11,2025-08-19,5.8,8.0,8,OP104,BKG2220
EQX1016,Grader,S002,2025-11-07,2025-11-30,6.7,2.3,23,OP107,BKG2221
EQX1013,Grader,S003,2025-10-05,2025-11-03,6.4,3.3,29,OP106,BKG2222
EQX1010,Bulldozer,S002,2025-09-05,2025-09-20,7.5,3.0,15,OP106,BKG2223
EQX1013,Grader,S002,2025-06-12,2025-07-07,6.2,5.2,25,OP101,BKG2224
EQX1013,Grader,S002,2025-08-21,2025-09-10,6.0,4.0,20,OP107,BKG2225
EQX1010,Bulldozer,S001,2025-08-24,2025-09-08,5.8,5.9,15,OP103,BKG2226
EQX1010,Bulldozer,S002,2025-08-18,2025-09-08,7.4,2.3,21,OP102,BKG2227
EQX1014,Grader,S001,2025-08-20,2025-08-27,5.7,9.4,7,OP104,BKG2228
EQX1011,Bulldozer,S004,2026-06-23,2026-07-16,6.4,2.9,23,OP105,BKG2229
EQX1010,Bulldozer,S005,2026-05-08,2026-06-03,6.4,1.5,26,OP103,BKG2230
EQX1008,Crane,S001,2026-06-12,2026-07-01,0.0,15.6,19,OP101,BKG2231
EQX1011,Bulldozer,S002,2025-06-26,2025-07-14,7.0,3.8,18,OP106,BKG2232
EQX1003,Excavator,S004,2026-07-11,2026-07-28,4.4,4.1,17,OP101,BKG2233
EQX1003,Excavator,S002,2026-02-26,2026-03-15,8.9,2.0,17,OP102,BKG2234
EQX1005,Crane,S002,2026-04-20,2026-05-06,1.4,6.0,16,OP105,BKG2235
EQX1010,Bulldozer,S003,2026-05-19,2026-06-18,8.0,1.5,30,OP102,BKG2236
EQX1011,Bulldozer,S003,2025-08-05,2025-08-15,9.2,4.0,10,OP106,BKG2237
EQX1010,Bulldozer,S002,2025-06-11,2025-07-03,5.1,1.8,22,OP107,BKG2238
EQX1012,Bulldozer,S004,2026-02-07,2026-03-02,0.0,4.2,23,OP103,BKG2239
EQX1002,Excavator,S004,2025-11-04,2025-11-25,6.9,1.3,21,OP103,BKG2240
EQX1001,Excavator,S005,2026-01-15,2026-02-07,6.0,4.3,23,OP104,BKG2241
EQX1010,Bulldozer,S005,2025-06-09,2025-06-30,6.5,3.0,21,OP102,BKG2242
EQX1001,Excavator,S005,2025-05-22,2025-06-08,7.0,4.8,17,OP106,BKG2243
EQX1016,Grader,S002,2025-07-17,2025-07-30,1.9,2.0,13,OP106,BKG2244
EQX1001,Excavator,S001,2025-06-24,2025-07-11,5.2,7.1,17,OP105,BKG2245
EQX1015,Grader,S002,2025-06-14,2025-06-22,4.8,2.6,8,OP106,BKG2246
EQX1014,Grader,S002,2025-09-16,2025-10-12,6.6,5.6,26,OP107,BKG2247
EQX1013,Grader,S003,2026-04-23,2026-05-20,5.5,0.8,27,OP101,BKG2248
EQX1002,Excavator,S003,2025-05-01,2025-05-24,6.2,2.3,23,OP106,BKG2249
EQX1015,Grader,S003,2025-03-08,2025-04-06,5.8,2.6,29,OP101,BKG2250
EQX1011,Bulldozer,S002,2026-07-27,2026-08-13,5.6,3.2,17,OP101,BKG2251
EQX1004,Excavator,S002,2025-07-02,2025-07-17,5.9,3.7,15,OP102,BKG2252
EQX1008,Crane,S001,2026-06-15,2026-07-08,3.1,14.6,23,OP102,BKG2253
EQX1006,Crane,S002,2026-07-02,2026-07-17,4.2,7.5,15,OP103,BKG2254
EQX1001,Excavator,S003,2025-05-26,2025-06-24,6.4,0.4,29,OP107,BKG2255
EQX1011,Bulldozer,S002,2025-04-27,2025-05-14,6.6,4.1,17,OP107,BKG2256
EQX1006,Crane,S005,2025-02-24,2025-03-10,2.6,8.9,14,OP104,BKG2257
EQX1001,Excavator,S002,2026-05-16,2026-05-29,6.0,3.0,13,OP102,BKG2258
EQX1011,Bulldozer,S003,2025-07-19,2025-08-13,7.5,1.5,25,OP101,BKG2259
EQX1007,Crane,S002,2025-05-09,2025-05-17,1.6,5.3,8,OP102,BKG2260
EQX1003,Excavator,S003,2025-10-19,2025-10-29,6.9,2.7,10,OP103,BKG2261
EQX1012,Bulldozer,S003,2026-06-08,2026-07-01,7.2,3.0,23,OP105,BKG2262
EQX1004,Excavator,S002,2026-02-23,2026-03-12,7.2,1.6,17,OP103,BKG2263
EQX1009,Bulldozer,S004,2025-06-04,2025-07-02,6.7,3.6,28,OP106,BKG2264
EQX1013,Grader,S001,2026-05-14,2026-05-30,5.4,3.8,16,OP101,BKG2265
EQX1015,Grader,S004,2025-01-15,2025-02-07,4.2,8.5,23,OP108,BKG2266
EQX1011,Bulldozer,S002,2025-09-25,2025-10-05,6.5,1.0,10,OP108,BKG2267
EQX1001,Excavator,S005,2025-05-21,2025-06-12,5.8,2.7,22,OP108,BKG2268
EQX1014,Grader,S001,2026-06-03,2026-06-12,5.3,7.4,9,OP103,BKG2269
EQX1016,Grader,S003,2026-07-07,2026-07-14,5.6,6.0,7,OP108,BKG2270
EQX1012,Bulldozer,S003,2026-03-21,2026-04-02,6.2,0.0,12,OP107,BKG2271
EQX1013,Grader,S003,2026-03-27,2026-04-05,5.5,3.1,9,OP103,BKG2272
EQX1005,Crane,S002,2026-03-21,2026-04-10,3.8,5.8,20,OP106,BKG2273
EQX1010,Bulldozer,S003,2025-06-12,2025-07-06,7.7,5.2,24,OP104,BKG2274
EQX1013,Grader,S002,2025-11-16,2025-11-26,5.2,3.5,10,OP105,BKG2275
EQX1013,Grader,S003,2025-08-24,2025-09-22,6.7,6.2,29,OP101,BKG2276
EQX1009,Bulldozer,S002,2026-05-12,2026-05-29,8.5,4.6,17,OP108,BKG2277
EQX1005,Crane,S004,2025-10-27,2025-11-24,3.0,5.8,28,OP104,BKG2278
EQX1001,Excavator,S003,2025-11-26,2025-11-26,5.0,3.0,0,OP103,BKG2279
EQX1015,Grader,S003,2025-06-18,2025-07-10,6.8,5.4,22,OP107,BKG2280
EQX1015,Grader,S001,2025-08-04,2025-08-17,5.0,9.3,13,OP108,BKG2281
EQX1002,Excavator,S005,2025-09-07,2025-09-16,6.6,3.9,9,OP104,BKG2282
EQX1003,Excavator,S002,2026-07-27,2026-08-19,4.8,3.6,23,OP105,BKG2283
EQX1012,Bulldozer,S005,2026-05-04,2026-05-16,9.0,2.3,12,OP102,BKG2284
EQX1015,Grader,S002,2025-03-10,2025-04-06,4.9,4.3,27,OP108,BKG2285
EQX1011,Bulldozer,S002,2025-10-03,2025-10-15,7.7,1.1,12,OP108,BKG2286
EQX1001,Excavator,S004,2026-03-21,2026-04-08,6.3,1.3,18,OP101,BKG2287
EQX1003,Excavator,S002,2025-12-17,2026-01-08,7.2,5.3,22,OP103,BKG2288
EQX1010,Bulldozer,S003,2026-07-04,2026-07-30,6.6,2.4,26,OP103,BKG2289
EQX1001,Excavator,S004,2025-11-11,2025-12-09,5.9,1.4,28,OP102,BKG2290
EQX1001,Excavator,S003,2026-03-12,2026-04-11,5.9,2.1,30,OP104,BKG2291
EQX1002,Excavator,S002,2026-05-22,2026-05-30,7.4,3.2,8,OP104,BKG2292
EQX1010,Bulldozer,S002,2025-07-21,2025-08-04,6.5,3.8,14,OP103,BKG2293
EQX1006,Crane,S002,2025-11-17,2025-12-17,2.5,4.3,30,OP102,BKG2294
EQX1005,Crane,,2025-11-15,2025-11-27,0.0,6.3,12,OP105,BKG2295
EQX1002,Excavator,S002,2025-07-07,2025-07-27,5.5,4.6,20,OP105,BKG2296
EQX1008,Crane,S004,2026-02-11,2026-03-03,4.9,10.7,20,OP108,BKG2297
EQX1016,Grader,S003,2025-11-19,2025-11-30,5.8,3.5,11,OP101,BKG2298
EQX1004,Excavator,S002,2025-10-16,2025-11-12,6.4,2.9,27,OP103,BKG2299
EQX1003,Excavator,S005,2025-08-01,2025-08-31,6.9,1.3,30,OP103,BKG2300
EQX1016,Grader,S004,2026-02-22,2026-03-02,6.0,6.5,8,OP101,BKG2301
EQX1007,Crane,S002,2025-12-15,2026-01-01,2.5,6.2,17,OP104,BKG2302
EQX1002,Excavator,S002,2025-11-07,2025-12-07,7.0,1.3,30,OP103,BKG2303
EQX1010,Bulldozer,S002,2026-07-18,2026-07-28,7.7,3.6,10,OP108,BKG2304
EQX1006,Crane,S005,2025-03-07,2025-03-17,3.9,7.9,10,OP105,BKG2305
EQX1001,Excavator,S005,2025-07-22,2025-08-02,6.7,3.5,11,OP103,BKG2306
EQX1012,Bulldozer,S003,2026-07-05,2026-07-15,5.0,3.9,10,OP102,BKG2307
EQX1013,Grader,S001,2026-06-17,2026-07-17,0.8,21.2,30,OP108,BKG2308
EQX1009,Bulldozer,S005,2025-02-11,2025-02-22,0.1,20.8,11,OP108,BKG2309
EQX1003,Excavator,S001,2025-04-05,2025-04-23,7.2,2.7,18,OP104,BKG2310
EQX1002,Excavator,S004,2026-03-04,2026-03-12,8.2,2.6,8,OP106,BKG2311
EQX1002,Excavator,S003,2026-04-07,2026-04-26,7.2,2.1,19,OP103,BKG2312
EQX1015,Grader,S005,2026-02-26,2026-03-19,7.2,6.9,21,OP108,BKG2313
EQX1009,Bulldozer,S001,2025-09-10,2025-09-24,0.0,6.2,14,OP108,BKG2314
EQX1014,Grader,S004,2025-08-11,2025-09-05,4.3,4.7,25,OP108,BKG2315
EQX1016,Grader,S003,2025-08-17,2025-09-06,6.2,6.1,20,OP101,BKG2316
EQX1015,Grader,S002,2025-07-25,2025-08-24,6.3,4.2,30,OP106,BKG2317
EQX1013,Grader,S002,2026-02-01,2026-02-28,4.9,3.5,27,OP106,BKG2318
EQX1003,Excavator,S002,2026-03-10,2026-04-08,8.1,3.0,29,OP102,BKG2319
EQX1010,Bulldozer,S003,2026-02-04,2026-02-26,6.0,2.4,22,OP103,BKG2320
EQX1011,Bulldozer,S002,2025-02-09,2025-03-11,6.4,3.0,30,OP102,BKG2321
EQX1007,Crane,S002,2025-07-24,2025-08-23,4.1,5.5,30,OP101,BKG2322
EQX1001,Excavator,S004,2025-05-24,2025-05-31,7.5,2.3,7,OP105,BKG2323
EQX1007,Crane,S001,2026-01-06,2026-01-29,3.8,6.6,23,OP105,BKG2324
EQX1004,Excavator,S004,2025-08-03,2025-08-21,7.8,3.5,18,OP102,BKG2325
EQX1010,Bulldozer,S003,2026-05-10,2026-05-24,6.7,1.9,14,OP106,BKG2326
EQX1006,Crane,S005,2026-06-02,2026-06-26,4.3,6.9,24,OP107,BKG2327
EQX1015,Grader,S005,2025-04-19,2025-04-26,5.3,4.0,7,OP102,BKG2328
EQX1013,Grader,S003,2025-08-14,2025-09-11,6.8,5.6,28,OP108,BKG2329
EQX1008,Crane,S002,2025-04-10,2025-04-26,2.1,5.7,16,OP105,BKG2330
EQX1016,Grader,S004,2026-03-16,2026-04-02,0.5,21.1,17,OP104,BKG2331
EQX1002,Excavator,S002,2025-04-16,2025-05-07,6.3,1.8,21,OP102,BKG2332
EQX1004,Excavator,S003,2025-08-16,2025-08-24,7.2,6.5,8,OP106,BKG2333
EQX1004,Excavator,S003,2025-02-19,2025-03-13,0.9,21.0,22,OP105,BKG2334
EQX1015,Grader,S001,2025-10-22,2025-11-14,6.1,2.7,23,OP105,BKG2335
EQX1014,Grader,S004,2025-05-23,2025-06-19,4.4,4.8,27,OP108,BKG2336
EQX1001,Excavator,S002,2026-01-14,2026-01-28,5.0,3.4,14,OP101,BKG2337
EQX1008,Crane,S001,2025-07-24,2025-08-05,1.5,14.4,12,OP103,BKG2338
EQX1007,Crane,S004,2025-10-10,2025-10-30,0.0,5.3,20,OP102,BKG2339
EQX1007,Crane,S003,2026-06-01,2026-06-28,2.8,9.3,27,OP107,BKG2340
EQX1013,Grader,S004,2025-05-26,2025-06-18,4.3,3.9,23,OP103,BKG2341
EQX1010,Bulldozer,S002,2025-01-24,2025-02-14,5.6,3.8,21,OP106,BKG2342
EQX1002,Excavator,S002,2026-07-05,2026-07-24,8.1,2.8,19,OP101,BKG2343
EQX1012,Bulldozer,S005,2025-10-18,2025-11-05,7.3,0.2,18,OP106,BKG2344
EQX1002,Excavator,S002,2025-10-18,2025-10-26,6.8,4.3,8,OP105,BKG2345
EQX1015,Grader,S002,2026-05-13,2026-06-08,6.1,6.3,26,OP101,BKG2346
EQX1011,Bulldozer,S002,2025-09-22,2025-10-18,6.6,3.2,26,OP107,BKG2347
EQX1005,Crane,S004,2025-10-23,2025-11-15,2.8,6.7,23,OP107,BKG2348
EQX1008,Crane,S005,2025-05-20,2025-06-17,2.8,8.8,28,OP104,BKG2349
EQX1010,Bulldozer,S003,2026-06-05,2026-06-20,6.7,3.5,15,OP101,BKG2350
EQX1002,Excavator,S004,2025-11-05,2025-11-20,6.9,1.6,15,OP103,BKG2351
EQX1013,Grader,S002,2026-06-26,2026-07-09,5.5,2.2,13,OP105,BKG2352
EQX1005,Crane,S005,2025-11-11,2025-11-23,3.5,4.7,12,OP102,BKG2353
EQX1014,Grader,S002,2026-07-10,2026-07-25,3.3,4.2,15,OP102,BKG2354
EQX1016,Grader,S002,2026-04-19,2026-05-10,5.8,2.7,21,,BKG2355
EQX1016,Grader,S002,2026-04-26,2026-04-26,7.5,4.8,0,OP101,BKG2356
EQX1013,Grader,S001,2025-05-07,2025-05-20,7.3,4.6,13,OP103,BKG2357
EQX1014,Grader,S003,2026-04-14,2026-05-13,6.6,0.5,29,OP106,BKG2358
EQX1014,Grader,S004,2026-05-18,2026-05-30,5.1,4.3,12,OP107,BKG2359
EQX1008,Crane,S005,2025-07-20,2025-08-17,0.0,7.8,28,OP103,BKG2360
EQX1011,Bulldozer,S005,2025-07-12,2025-08-10,6.4,2.7,29,OP104,BKG2361
EQX1012,Bulldozer,S004,2026-07-17,2026-08-05,5.8,3.0,19,OP104,BKG2362
EQX1014,Grader,S003,2025-06-01,2025-06-08,6.6,3.8,7,OP102,BKG2363
EQX1003,Excavator,S004,2025-01-15,2025-02-05,6.4,6.9,21,OP103,BKG2364
EQX1014,Grader,S003,2026-01-14,2026-02-03,7.4,3.9,20,OP101,BKG2365
EQX1013,Grader,S003,2026-04-03,2026-04-29,4.1,2.6,26,OP106,BKG2366
EQX1014,Grader,S002,2025-02-15,2025-03-02,6.4,3.0,15,OP108,BKG2367
EQX1011,Bulldozer,S002,2026-04-07,2026-05-04,7.2,3.2,27,OP102,BKG2368
EQX1009,Bulldozer,S001,2025-03-18,2025-04-16,7.9,3.2,29,OP106,BKG2369
EQX1005,Crane,S005,2026-03-05,2026-03-16,4.1,8.2,11,OP105,BKG2370
EQX1005,Crane,S005,2025-07-02,2025-07-15,4.4,5.9,13,OP104,BKG2371
EQX1007,Crane,S001,2026-01-01,2026-01-09,3.1,6.2,8,OP104,BKG2372
EQX1001,Excavator,S005,2025-06-01,2025-06-13,5.2,4.3,12,OP101,BKG2373
EQX1002,Excavator,S002,2026-02-11,2026-02-27,6.8,3.7,16,OP104,BKG2374
EQX1014,Grader,S001,2026-07-26,2026-08-07,7.9,9.8,12,OP103,BKG2375
EQX1009,Bulldozer,S002,2025-11-14,2025-11-28,7.4,3.2,14,OP103,BKG2376
EQX1012,Bulldozer,S003,2025-03-25,2025-04-11,7.2,0.2,17,OP104,BKG2377
EQX1004,Excavator,S002,2025-03-25,2025-04-15,5.1,3.0,21,OP108,BKG2378
EQX1015,Grader,S003,2026-04-20,2026-05-16,7.3,2.3,26,OP107,BKG2379
EQX1001,Excavator,S005,2026-04-17,2026-05-04,6.5,3.7,17,OP102,BKG2380
EQX1015,Grader,S004,2025-02-07,2025-03-04,7.0,6.2,25,OP105,BKG2381
EQX1009,Bulldozer,S003,2026-05-01,2026-05-13,9.5,2.0,12,OP102,BKG2382
EQX1006,Crane,S003,2025-06-04,2025-06-22,5.4,11.1,18,OP102,BKG2383
EQX1016,Grader,S001,2025-02-04,2025-02-15,4.1,3.5,11,OP103,BKG2384
EQX1013,Grader,S001,2026-03-22,2026-04-14,4.1,3.1,23,OP101,BKG2385
EQX1005,Crane,S004,2025-02-15,2025-02-28,0.6,10.8,13,OP104,BKG2386
EQX1016,Grader,S002,2026-07-25,2026-08-03,5.0,5.1,9,OP102,BKG2387
EQX1016,Grader,S003,2025-08-15,2025-09-14,6.2,6.2,30,OP107,BKG2388
EQX1011,Bulldozer,S003,2026-04-10,2026-04-26,6.3,1.8,16,OP101,BKG2389
EQX1007,Crane,,2025-11-20,2025-12-13,2.0,5.7,23,OP106,BKG2390
EQX1016,Grader,S004,2025-08-20,2025-08-31,5.6,5.3,11,OP107,BKG2391
EQX1002,Excavator,S002,2025-05-08,2025-05-20,8.1,2.0,12,OP102,BKG2392
EQX1008,Crane,S002,2026-02-08,2026-03-04,4.2,7.1,24,OP104,BKG2393
EQX1014,Grader,S005,2025-03-03,2025-03-23,5.5,3.9,20,OP106,BKG2394
EQX1014,Grader,S004,2025-09-05,2025-09-19,4.3,1.6,14,OP107,BKG2395
EQX1016,Grader,S002,2026-07-05,2026-07-23,7.5,1.7,18,OP106,BKG2396
EQX1001,Excavator,S004,2025-07-18,2025-08-13,8.0,3.6,26,OP108,BKG2397
EQX1005,Crane,S003,2025-11-21,2025-12-09,2.0,6.1,18,OP104,BKG2398
EQX1010,Bulldozer,S001,2025-06-05,2025-07-05,7.2,6.0,30,OP102,BKG2399
